TIME,OPEN1,CLOSE1,LOW1,HIGH1,OPEN2,CLOSE2,LOW2,HIGH2,MA20
2022.10.21 13:34,120600.00,120655.00,120595.00,120660.00,120655.00,120675.00,120645.00,120700.00,120581.50
2022.10.21 13:35,120655.00,120675.00,120645.00,120700.00,120675.00,120675.00,120660.00,120700.00,120588.25
2022.10.21 13:36,120655.00,120675.00,120645.00,120700.00,120675.00,120675.00,120660.00,120700.00,120588.50
2022.10.21 13:37,120680.00,120680.00,120660.00,120695.00,120675.00,120600.00,120595.00,120685.00,120593.25
2022.10.21 13:38,120675.00,120600.00,120595.00,120685.00,120595.00,120775.00,120595.00,120775.00,120616.50
2022.10.21 13:39,120595.00,120775.00,120595.00,120775.00,120770.00,120660.00,120660.00,120785.00,120619.00
2022.10.21 13:40,120770.00,120660.00,120660.00,120785.00,120660.00,120620.00,120575.00,120660.00,120624.75
2022.10.21 13:41,120660.00,120620.00,120575.00,120660.00,120615.00,120655.00,120590.00,120670.00,120633.25
2022.10.21 13:42,120615.00,120655.00,120590.00,120670.00,120655.00,120675.00,120635.00,120695.00,120642.25
2022.10.21 13:43,120655.00,120675.00,120635.00,120695.00,120675.00,120645.00,120635.00,120695.00,120645.75
2022.10.21 13:44,120675.00,120645.00,120635.00,120695.00,120645.00,120670.00,120640.00,120675.00,120648.00
2022.10.21 13:45,120645.00,120670.00,120640.00,120675.00,120665.00,120655.00,120630.00,120675.00,120648.25
2022.10.21 13:46,120665.00,120655.00,120630.00,120675.00,120655.00,120680.00,120630.00,120700.00,120649.00
2022.10.21 13:47,120665.00,120655.00,120630.00,120675.00,120655.00,120680.00,120630.00,120700.00,120648.50
2022.10.21 13:48,120680.00,120665.00,120655.00,120700.00,120665.00,120670.00,120630.00,120685.00,120654.25
2022.10.21 13:49,120665.00,120670.00,120630.00,120685.00,120670.00,120640.00,120620.00,120680.00,120655.75
2022.10.21 13:50,120670.00,120640.00,120620.00,120680.00,120635.00,120600.00,120600.00,120675.00,120654.75
2022.10.21 13:51,120635.00,120600.00,120600.00,120675.00,120600.00,120645.00,120600.00,120655.00,120659.25
2022.10.21 13:52,120600.00,120645.00,120600.00,120655.00,120645.00,120610.00,120590.00,120650.00,120655.50
2022.10.21 13:53,120645.00,120610.00,120590.00,120650.00,120615.00,120615.00,120595.00,120630.00,120652.50
2022.10.21 13:54,120615.00,120615.00,120595.00,120630.00,120615.00,120615.00,120600.00,120625.00,120649.25
2022.10.21 13:55,120615.00,120615.00,120600.00,120625.00,120610.00,120620.00,120600.00,120625.00,120646.50
2022.10.21 13:56,120610.00,120620.00,120600.00,120625.00,120620.00,120580.00,120580.00,120630.00,120644.00
2022.10.21 13:57,120610.00,120620.00,120600.00,120625.00,120620.00,120580.00,120580.00,120630.00,120641.25
2022.10.21 13:58,120585.00,120530.00,120525.00,120585.00,120530.00,120560.00,120515.00,120575.00,120625.50
2022.10.21 13:59,120585.00,120530.00,120525.00,120585.00,120530.00,120560.00,120515.00,120575.00,120626.25
2022.10.21 14:00,120560.00,120575.00,120555.00,120600.00,120575.00,120545.00,120530.00,120580.00,120617.00
2022.10.21 14:01,120575.00,120545.00,120530.00,120580.00,120545.00,120540.00,120520.00,120570.00,120610.25
2022.10.21 14:02,120545.00,120540.00,120520.00,120570.00,120545.00,120605.00,120540.00,120610.00,120611.00
2022.10.21 14:03,120545.00,120605.00,120540.00,120610.00,120600.00,120600.00,120570.00,120620.00,120607.75
2022.10.21 14:04,120600.00,120600.00,120570.00,120620.00,120605.00,120600.00,120590.00,120640.00,120604.75
2022.10.21 14:05,120605.00,120600.00,120590.00,120640.00,120600.00,120645.00,120590.00,120655.00,120605.00
2022.10.21 14:06,120605.00,120600.00,120590.00,120640.00,120600.00,120645.00,120590.00,120655.00,120606.00
2022.10.21 14:07,120640.00,120660.00,120610.00,120680.00,120660.00,120730.00,120655.00,120800.00,120612.00
2022.10.21 14:08,120660.00,120730.00,120655.00,120800.00,120725.00,120735.00,120695.00,120755.00,120617.50
2022.10.21 14:09,120725.00,120735.00,120695.00,120755.00,120740.00,120780.00,120705.00,120840.00,120628.50
2022.10.21 14:10,120740.00,120780.00,120705.00,120840.00,120780.00,120775.00,120745.00,120800.00,120635.00
2022.10.21 14:11,120780.00,120775.00,120745.00,120800.00,120775.00,120820.00,120770.00,120830.00,120647.75
2022.10.21 14:12,120775.00,120820.00,120770.00,120830.00,120820.00,120840.00,120810.00,120870.00,120660.00
2022.10.21 14:13,120820.00,120840.00,120810.00,120870.00,120840.00,120825.00,120810.00,120855.00,120669.25
2022.10.21 14:14,120840.00,120825.00,120810.00,120855.00,120820.00,120825.00,120805.00,120840.00,120680.00
2022.10.21 14:15,120820.00,120825.00,120805.00,120840.00,120830.00,120935.00,120820.00,120965.00,120703.25
2022.10.21 14:16,120830.00,120935.00,120820.00,120965.00,120935.00,120970.00,120935.00,121110.00,120726.75
2022.10.21 14:17,120935.00,120970.00,120935.00,121110.00,120970.00,120955.00,120950.00,121010.00,120745.50
2022.10.21 14:18,120970.00,120955.00,120950.00,121010.00,120950.00,120995.00,120950.00,121020.00,120768.50
2022.10.21 14:19,120950.00,120995.00,120950.00,121020.00,120995.00,120985.00,120965.00,121000.00,120790.00
2022.10.21 14:20,120995.00,120985.00,120965.00,121000.00,120980.00,120985.00,120945.00,120990.00,120812.25
2022.10.21 14:21,120980.00,120985.00,120945.00,120990.00,120985.00,120975.00,120960.00,120990.00,120830.75
2022.10.21 14:22,120985.00,120975.00,120960.00,120990.00,120980.00,120945.00,120930.00,121030.00,120846.50
2022.10.21 14:23,120980.00,120945.00,120930.00,121030.00,120945.00,120905.00,120905.00,120965.00,120859.75
2022.10.21 14:24,120945.00,120905.00,120905.00,120965.00,120910.00,120905.00,120885.00,120930.00,120872.75
2022.10.21 14:25,120910.00,120905.00,120885.00,120930.00,120905.00,120840.00,120840.00,120925.00,120878.00
2022.10.21 14:26,120905.00,120840.00,120840.00,120925.00,120840.00,120885.00,120835.00,120895.00,120888.50
2022.10.21 14:27,120840.00,120885.00,120835.00,120895.00,120885.00,120970.00,120880.00,120970.00,120904.00
2022.10.21 14:28,120885.00,120970.00,120880.00,120970.00,120970.00,120985.00,120950.00,121005.00,120915.25
2022.10.21 14:29,120970.00,120985.00,120950.00,121005.00,120985.00,121000.00,120975.00,121010.00,120927.00
2022.10.21 14:30,120985.00,121000.00,120975.00,121010.00,120995.00,120970.00,120960.00,121015.00,120933.25
2022.10.21 14:31,120995.00,120970.00,120960.00,121015.00,120970.00,120930.00,120925.00,120985.00,120936.00
2022.10.21 14:32,120995.00,120970.00,120960.00,121015.00,120970.00,120930.00,120925.00,120985.00,120938.75
2022.10.21 14:33,120935.00,120990.00,120910.00,120990.00,120990.00,120955.00,120935.00,120995.00,120951.50
2022.10.21 14:34,120990.00,120955.00,120935.00,120995.00,120955.00,120925.00,120925.00,120970.00,120950.00
