TIME,OPEN1,CLOSE1,LOW1,HIGH1,OPEN2,CLOSE2,LOW2,HIGH2,MA20
2022.10.21 10:16,118770.00,118795.00,118725.00,118840.00,118800.00,118840.00,118765.00,118870.00,118868.25
2022.10.21 10:17,118800.00,118840.00,118765.00,118870.00,118840.00,118830.00,118750.00,118855.00,118882.25
2022.10.21 10:18,118840.00,118830.00,118750.00,118855.00,118835.00,118835.00,118800.00,118880.00,118889.75
2022.10.21 10:19,118835.00,118835.00,118800.00,118880.00,118835.00,118750.00,118735.00,118860.00,118892.00
2022.10.21 10:20,118835.00,118750.00,118735.00,118860.00,118745.00,118710.00,118680.00,118755.00,118887.00
2022.10.21 10:21,118745.00,118710.00,118680.00,118755.00,118710.00,118690.00,118620.00,118725.00,118876.75
2022.10.21 10:22,118745.00,118710.00,118680.00,118755.00,118710.00,118690.00,118620.00,118725.00,118881.50
2022.10.21 10:23,118685.00,118780.00,118675.00,118790.00,118780.00,118715.00,118685.00,118845.00,118860.25
2022.10.21 10:24,118780.00,118715.00,118685.00,118845.00,118715.00,118685.00,118670.00,118750.00,118851.25
2022.10.21 10:25,118715.00,118685.00,118670.00,118750.00,118690.00,118880.00,118690.00,118885.00,118861.00
2022.10.21 10:26,118690.00,118880.00,118690.00,118885.00,118875.00,118980.00,118870.00,118985.00,118864.50
2022.10.21 10:27,118875.00,118980.00,118870.00,118985.00,118975.00,119035.00,118910.00,119045.00,118865.75
2022.10.21 10:28,118975.00,119035.00,118910.00,119045.00,119035.00,118980.00,118965.00,119095.00,118857.75
2022.10.21 10:29,119035.00,118980.00,118965.00,119095.00,118980.00,118950.00,118900.00,119015.00,118849.00
2022.10.21 10:30,118980.00,118950.00,118900.00,119015.00,118950.00,118950.00,118900.00,118980.00,118847.25
2022.10.21 10:31,118950.00,118950.00,118900.00,118980.00,118955.00,118910.00,118875.00,119005.00,118845.25
2022.10.21 10:32,118955.00,118910.00,118875.00,119005.00,118905.00,119160.00,118835.00,119185.00,118869.75
2022.10.21 10:33,118955.00,118910.00,118875.00,119005.00,118905.00,119160.00,118835.00,119185.00,118873.00
2022.10.21 10:34,118905.00,119160.00,118835.00,119185.00,119155.00,119220.00,119110.00,119230.00,118893.75
2022.10.21 10:35,119225.00,119180.00,119080.00,119225.00,119180.00,119150.00,119090.00,119225.00,118927.00
2022.10.21 10:36,119180.00,119150.00,119090.00,119225.00,119150.00,119100.00,119055.00,119185.00,118938.25
2022.10.21 10:37,119150.00,119100.00,119055.00,119185.00,119100.00,119245.00,119095.00,119310.00,118966.00
2022.10.21 10:38,119100.00,119245.00,119095.00,119310.00,119245.00,119325.00,119245.00,119350.00,118998.75
2022.10.21 10:39,119245.00,119325.00,119245.00,119350.00,119325.00,119245.00,119225.00,119335.00,119021.00
2022.10.21 10:40,119245.00,119325.00,119245.00,119350.00,119325.00,119245.00,119225.00,119335.00,119022.50
2022.10.21 10:41,119325.00,119245.00,119225.00,119335.00,119245.00,119270.00,119185.00,119270.00,119048.00
2022.10.21 10:42,119270.00,119200.00,119185.00,119300.00,119200.00,119165.00,119145.00,119240.00,119090.00
2022.10.21 10:43,119200.00,119165.00,119145.00,119240.00,119165.00,119270.00,119155.00,119280.00,119124.50
2022.10.21 10:44,119165.00,119270.00,119155.00,119280.00,119275.00,119305.00,119215.00,119340.00,119147.00
2022.10.21 10:45,119275.00,119305.00,119215.00,119340.00,119300.00,119455.00,119295.00,119515.00,119178.75
2022.10.21 10:46,119300.00,119455.00,119295.00,119515.00,119460.00,119595.00,119430.00,119630.00,119213.50
2022.10.21 10:47,119460.00,119595.00,119430.00,119630.00,119595.00,119645.00,119565.00,119650.00,119249.50
2022.10.21 10:48,119595.00,119645.00,119565.00,119650.00,119650.00,119630.00,119590.00,119695.00,119282.75
2022.10.21 10:49,119650.00,119630.00,119590.00,119695.00,119630.00,119530.00,119520.00,119650.00,119306.50
2022.10.21 10:50,119630.00,119530.00,119520.00,119650.00,119535.00,119620.00,119525.00,119635.00,119346.75
2022.10.21 10:51,119535.00,119620.00,119525.00,119635.00,119625.00,119570.00,119530.00,119640.00,119364.75
2022.10.21 10:52,119625.00,119570.00,119530.00,119640.00,119570.00,119540.00,119515.00,119670.00,119379.00
2022.10.21 10:53,119570.00,119540.00,119515.00,119670.00,119545.00,119575.00,119520.00,119665.00,119400.50
2022.10.21 10:54,119545.00,119575.00,119520.00,119665.00,119575.00,119660.00,119515.00,119715.00,119430.50
2022.10.21 10:55,119575.00,119660.00,119515.00,119715.00,119660.00,119690.00,119635.00,119705.00,119461.00
2022.10.21 10:56,119660.00,119690.00,119635.00,119705.00,119690.00,119690.00,119640.00,119725.00,119483.75
2022.10.21 10:57,119690.00,119690.00,119640.00,119725.00,119695.00,119740.00,119675.00,119770.00,119507.00
2022.10.21 10:58,119695.00,119740.00,119675.00,119770.00,119745.00,119730.00,119690.00,119770.00,119530.25
2022.10.21 10:59,119745.00,119730.00,119690.00,119770.00,119725.00,119840.00,119710.00,119885.00,119564.25
2022.10.21 11:00,119725.00,119840.00,119710.00,119885.00,119840.00,119870.00,119810.00,119875.00,119599.75
2022.10.21 11:01,119840.00,119870.00,119810.00,119875.00,119870.00,119970.00,119865.00,119980.00,119644.50
2022.10.21 11:02,119870.00,119970.00,119865.00,119980.00,119970.00,119940.00,119925.00,120030.00,119676.50
2022.10.21 11:03,119970.00,119940.00,119925.00,120030.00,119940.00,119900.00,119880.00,119970.00,119704.50
2022.10.21 11:04,119940.00,119900.00,119880.00,119970.00,119900.00,119875.00,119855.00,119920.00,119724.25
2022.10.21 11:05,119900.00,119875.00,119855.00,119920.00,119875.00,119955.00,119835.00,119970.00,119747.00
2022.10.21 11:06,119875.00,119955.00,119835.00,119970.00,119960.00,120030.00,119905.00,120050.00,119768.75
2022.10.21 11:07,119960.00,120030.00,119905.00,120050.00,120025.00,120075.00,120015.00,120120.00,119793.50
2022.10.21 11:08,120025.00,120075.00,120015.00,120120.00,120070.00,120155.00,120065.00,120180.00,119828.75
2022.10.21 11:09,120070.00,120155.00,120065.00,120180.00,120160.00,120265.00,120135.00,120285.00,119867.00
2022.10.21 11:10,120160.00,120265.00,120135.00,120285.00,120270.00,120205.00,120185.00,120280.00,119895.50
2022.10.21 11:11,120270.00,120205.00,120185.00,120280.00,120205.00,120255.00,120195.00,120260.00,119933.75
2022.10.21 11:12,120270.00,120205.00,120185.00,120280.00,120205.00,120255.00,120195.00,120260.00,119936.25
2022.10.21 11:13,120255.00,120305.00,120250.00,120425.00,120300.00,120390.00,120285.00,120410.00,120013.25
2022.10.21 11:14,120300.00,120390.00,120285.00,120410.00,120385.00,120325.00,120320.00,120400.00,120042.25
2022.10.21 11:15,120385.00,120325.00,120320.00,120400.00,120325.00,120320.00,120275.00,120345.00,120073.50
2022.10.21 11:16,120325.00,120320.00,120275.00,120345.00,120320.00,120315.00,120285.00,120350.00,120101.75
2022.10.21 11:17,120320.00,120315.00,120285.00,120350.00,120315.00,120190.00,120185.00,120330.00,120118.50
2022.10.21 11:18,120320.00,120315.00,120285.00,120350.00,120315.00,120190.00,120185.00,120330.00,120116.00
2022.10.21 11:19,120190.00,120140.00,120120.00,120205.00,120140.00,120150.00,120135.00,120195.00,120145.75
2022.10.21 11:20,120140.00,120150.00,120135.00,120195.00,120150.00,120145.00,120135.00,120180.00,120154.25
2022.10.21 11:21,120150.00,120145.00,120135.00,120180.00,120145.00,120155.00,120130.00,120200.00,120165.25
2022.10.21 11:22,120145.00,120155.00,120130.00,120200.00,120155.00,120120.00,120110.00,120170.00,120174.25
2022.10.21 11:23,120155.00,120120.00,120110.00,120170.00,120115.00,120135.00,120105.00,120185.00,120188.50
2022.10.21 11:24,120115.00,120135.00,120105.00,120185.00,120140.00,120095.00,120065.00,120150.00,120193.50
2022.10.21 11:25,120140.00,120095.00,120065.00,120150.00,120095.00,120020.00,120010.00,120100.00,120188.75
2022.10.21 11:26,120095.00,120020.00,120010.00,120100.00,120020.00,120075.00,120015.00,120120.00,120191.75
2022.10.21 11:27,120020.00,120075.00,120015.00,120120.00,120070.00,120055.00,120025.00,120105.00,120185.50
2022.10.21 11:28,120070.00,120055.00,120025.00,120105.00,120050.00,120055.00,120020.00,120090.00,120175.50
2022.10.21 11:29,120050.00,120055.00,120020.00,120090.00,120060.00,120045.00,120010.00,120085.00,120166.50
2022.10.21 11:30,120060.00,120045.00,120010.00,120085.00,120045.00,120000.00,119990.00,120065.00,120152.00
2022.10.21 11:31,120045.00,120000.00,119990.00,120065.00,120000.00,120045.00,120000.00,120135.00,120141.25
2022.10.21 11:32,120000.00,120045.00,120000.00,120135.00,120045.00,120055.00,120015.00,120090.00,120124.50
2022.10.21 11:33,120045.00,120055.00,120015.00,120090.00,120050.00,120060.00,120020.00,120090.00,120111.75
2022.10.21 11:34,120050.00,120060.00,120020.00,120090.00,120060.00,120015.00,120005.00,120090.00,120094.25
2022.10.21 11:35,120060.00,120015.00,120005.00,120090.00,120020.00,119950.00,119935.00,120025.00,120073.00
2022.10.21 11:36,120020.00,119950.00,119935.00,120025.00,119955.00,119915.00,119885.00,119980.00,120057.00
2022.10.21 11:37,119955.00,119915.00,119885.00,119980.00,119915.00,119890.00,119875.00,119965.00,120043.75
2022.10.21 11:38,119915.00,119890.00,119875.00,119965.00,119895.00,120060.00,119885.00,120065.00,120047.25
2022.10.21 11:39,119895.00,120060.00,119885.00,120065.00,120055.00,120070.00,119995.00,120100.00,120044.00
2022.10.21 11:40,120055.00,120070.00,119995.00,120100.00,120070.00,120075.00,120020.00,120090.00,120040.50
2022.10.21 11:41,120070.00,120075.00,120020.00,120090.00,120075.00,120125.00,120060.00,120145.00,120043.50
2022.10.21 11:42,120075.00,120125.00,120060.00,120145.00,120125.00,120160.00,120070.00,120170.00,120046.00
2022.10.21 11:43,120125.00,120160.00,120070.00,120170.00,120160.00,120125.00,120025.00,120165.00,120045.75
2022.10.21 11:44,120160.00,120125.00,120025.00,120165.00,120120.00,120040.00,120015.00,120135.00,120042.50
2022.10.21 11:45,120120.00,120040.00,120015.00,120135.00,120035.00,120105.00,119970.00,120150.00,120047.25
2022.10.21 11:46,120035.00,120105.00,119970.00,120150.00,120100.00,120185.00,120065.00,120210.00,120058.25
2022.10.21 11:47,120100.00,120185.00,120065.00,120210.00,120185.00,120120.00,120120.00,120210.00,120058.25
2022.10.21 11:48,120185.00,120120.00,120120.00,120210.00,120120.00,120190.00,120100.00,120215.00,120069.00
2022.10.21 11:49,120120.00,120190.00,120100.00,120215.00,120190.00,120105.00,120100.00,120205.00,120069.75
2022.10.21 11:50,120190.00,120105.00,120100.00,120205.00,120100.00,120210.00,120060.00,120240.00,120083.00
2022.10.21 11:51,120100.00,120210.00,120060.00,120240.00,120210.00,120210.00,120165.00,120250.00,120091.25
2022.10.21 11:52,120210.00,120210.00,120165.00,120250.00,120210.00,120190.00,120170.00,120250.00,120096.50
2022.10.21 11:53,120210.00,120190.00,120170.00,120250.00,120190.00,120215.00,120150.00,120270.00,120107.75
2022.10.21 11:54,120190.00,120215.00,120150.00,120270.00,120220.00,120225.00,120150.00,120230.00,120122.25
2022.10.21 11:55,120220.00,120225.00,120150.00,120230.00,120230.00,120205.00,120180.00,120240.00,120135.25
2022.10.21 11:56,120230.00,120205.00,120180.00,120240.00,120200.00,120150.00,120145.00,120225.00,120145.75
2022.10.21 11:57,120200.00,120150.00,120145.00,120225.00,120150.00,120170.00,120100.00,120170.00,120152.00
2022.10.21 11:58,120200.00,120150.00,120145.00,120225.00,120150.00,120170.00,120100.00,120170.00,120147.75
2022.10.21 11:59,120165.00,120080.00,120060.00,120175.00,120080.00,120095.00,120015.00,120110.00,120150.25
2022.10.21 12:00,120080.00,120095.00,120015.00,120110.00,120100.00,120135.00,120085.00,120155.00,120152.50
2022.10.21 12:01,120100.00,120135.00,120085.00,120155.00,120135.00,120105.00,120075.00,120140.00,120148.50
2022.10.21 12:02,120135.00,120105.00,120075.00,120140.00,120110.00,120035.00,120030.00,120150.00,120140.25
2022.10.21 12:03,120110.00,120035.00,120030.00,120150.00,120040.00,120080.00,120005.00,120085.00,120144.25
2022.10.21 12:04,120040.00,120080.00,120005.00,120085.00,120075.00,119965.00,119965.00,120135.00,120132.00
2022.10.21 12:05,120040.00,120080.00,120005.00,120085.00,120075.00,119965.00,119965.00,120135.00,120133.00
2022.10.21 12:06,120075.00,119965.00,119965.00,120135.00,119970.00,119990.00,119915.00,120000.00,120118.75
2022.10.21 12:07,119985.00,119900.00,119895.00,120000.00,119900.00,119955.00,119855.00,119965.00,120099.00
2022.10.21 12:08,119900.00,119955.00,119855.00,119965.00,119955.00,119970.00,119895.00,119985.00,120092.50
2022.10.21 12:09,119955.00,119970.00,119895.00,119985.00,119965.00,119985.00,119925.00,119990.00,120082.00
2022.10.21 12:10,119955.00,119970.00,119895.00,119985.00,119965.00,119985.00,119925.00,119990.00,120082.25
2022.10.21 12:11,119980.00,119985.00,119975.00,120000.00,119980.00,119985.00,119960.00,120065.00,120061.00
2022.10.21 12:12,119980.00,119985.00,119960.00,120065.00,119985.00,119945.00,119930.00,120040.00,120045.00
2022.10.21 12:13,119985.00,119945.00,119930.00,120040.00,119945.00,120000.00,119895.00,120010.00,120037.00
2022.10.21 12:14,119945.00,120000.00,119895.00,120010.00,120005.00,120010.00,119990.00,120045.00,120027.25
2022.10.21 12:15,120005.00,120010.00,119990.00,120045.00,120005.00,120030.00,120005.00,120085.00,120022.25
2022.10.21 12:16,120005.00,120030.00,120005.00,120085.00,120025.00,120105.00,120005.00,120120.00,120022.75
2022.10.21 12:17,120025.00,120105.00,120005.00,120120.00,120100.00,120110.00,120045.00,120120.00,120025.00
2022.10.21 12:18,120100.00,120110.00,120045.00,120120.00,120115.00,120095.00,120070.00,120120.00,120024.25
2022.10.21 12:19,120115.00,120095.00,120070.00,120120.00,120100.00,120045.00,120040.00,120110.00,120016.75
2022.10.21 12:20,120100.00,120045.00,120040.00,120110.00,120040.00,120100.00,120030.00,120120.00,120019.50
2022.10.21 12:21,120040.00,120100.00,120030.00,120120.00,120100.00,120130.00,120065.00,120150.00,120026.00
2022.10.21 12:22,120100.00,120130.00,120065.00,120150.00,120130.00,120190.00,120095.00,120205.00,120034.50
2022.10.21 12:23,120100.00,120130.00,120065.00,120150.00,120130.00,120190.00,120095.00,120205.00,120033.00
2022.10.21 12:24,120195.00,120165.00,120135.00,120200.00,120165.00,120180.00,120150.00,120205.00,120053.50
2022.10.21 12:25,120165.00,120180.00,120150.00,120205.00,120180.00,120150.00,120090.00,120190.00,120064.25
2022.10.21 12:26,120180.00,120150.00,120090.00,120190.00,120150.00,120185.00,120145.00,120210.00,120077.50
2022.10.21 12:27,120150.00,120185.00,120145.00,120210.00,120185.00,120205.00,120175.00,120230.00,120090.25
2022.10.21 12:28,120185.00,120205.00,120175.00,120230.00,120205.00,120140.00,120120.00,120210.00,120095.00
2022.10.21 12:29,120205.00,120140.00,120120.00,120210.00,120145.00,120165.00,120100.00,120170.00,120104.75
2022.10.21 12:30,120205.00,120140.00,120120.00,120210.00,120145.00,120165.00,120100.00,120170.00,120104.00
2022.10.21 12:31,120145.00,120165.00,120100.00,120170.00,120160.00,120145.00,120140.00,120185.00,120113.00
2022.10.21 12:32,120145.00,120165.00,120120.00,120175.00,120165.00,120145.00,120130.00,120225.00,120130.50
2022.10.21 12:33,120165.00,120145.00,120130.00,120225.00,120145.00,120140.00,120110.00,120170.00,120136.50
2022.10.21 12:34,120165.00,120145.00,120130.00,120225.00,120145.00,120140.00,120110.00,120170.00,120136.50
2022.10.21 12:35,120140.00,120140.00,120125.00,120175.00,120140.00,120150.00,120125.00,120160.00,120145.00
2022.10.21 12:36,120140.00,120140.00,120125.00,120175.00,120140.00,120150.00,120125.00,120160.00,120142.50
2022.10.21 12:37,120155.00,120105.00,120100.00,120175.00,120110.00,120095.00,120085.00,120140.00,120142.00
2022.10.21 12:38,120110.00,120095.00,120085.00,120140.00,120095.00,120075.00,120065.00,120110.00,120142.50
2022.10.21 12:39,120095.00,120075.00,120065.00,120110.00,120075.00,120085.00,120035.00,120090.00,120141.75
2022.10.21 12:40,120075.00,120085.00,120035.00,120090.00,120085.00,120115.00,120070.00,120135.00,120143.00
2022.10.21 12:41,120085.00,120115.00,120070.00,120135.00,120120.00,120215.00,120110.00,120225.00,120149.25
2022.10.21 12:42,120120.00,120215.00,120110.00,120225.00,120215.00,120225.00,120210.00,120295.00,120152.75
2022.10.21 12:43,120215.00,120225.00,120210.00,120295.00,120225.00,120205.00,120165.00,120235.00,120153.00
2022.10.21 12:44,120225.00,120205.00,120165.00,120235.00,120205.00,120190.00,120160.00,120220.00,120154.00
2022.10.21 12:45,120205.00,120190.00,120160.00,120220.00,120190.00,120200.00,120180.00,120255.00,120155.00
2022.10.21 12:46,120190.00,120200.00,120180.00,120255.00,120195.00,120235.00,120180.00,120235.00,120158.25
2022.10.21 12:47,120195.00,120235.00,120180.00,120235.00,120235.00,120210.00,120185.00,120235.00,120161.00
2022.10.21 12:48,120235.00,120210.00,120185.00,120235.00,120210.00,120230.00,120155.00,120270.00,120165.00
2022.10.21 12:49,120210.00,120230.00,120155.00,120270.00,120230.00,120210.00,120195.00,120255.00,120167.50
2022.10.21 12:50,120230.00,120210.00,120195.00,120255.00,120210.00,120245.00,120180.00,120255.00,120172.75
2022.10.21 12:51,120210.00,120245.00,120180.00,120255.00,120240.00,120235.00,120205.00,120270.00,120176.75
2022.10.21 12:52,120240.00,120235.00,120205.00,120270.00,120235.00,120200.00,120175.00,120255.00,120178.50
2022.10.21 12:53,120235.00,120200.00,120175.00,120255.00,120205.00,120190.00,120180.00,120230.00,120180.50
2022.10.21 12:54,120205.00,120190.00,120180.00,120230.00,120190.00,120230.00,120175.00,120240.00,120186.00
2022.10.21 12:55,120190.00,120230.00,120175.00,120240.00,120225.00,120255.00,120225.00,120280.00,120195.25
2022.10.21 12:56,120225.00,120255.00,120225.00,120280.00,120255.00,120270.00,120220.00,120275.00,120204.75
2022.10.21 12:57,120255.00,120270.00,120220.00,120275.00,120275.00,120295.00,120260.00,120325.00,120216.50
2022.10.21 12:58,120275.00,120295.00,120260.00,120325.00,120295.00,120320.00,120280.00,120355.00,120229.50
2022.10.21 12:59,120295.00,120320.00,120280.00,120355.00,120320.00,120360.00,120295.00,120375.00,120244.25
2022.10.21 13:00,120320.00,120360.00,120295.00,120375.00,120365.00,120365.00,120325.00,120370.00,120251.75
2022.10.21 13:01,120365.00,120365.00,120325.00,120370.00,120360.00,120480.00,120360.00,120500.00,120270.00
2022.10.21 13:02,120360.00,120480.00,120360.00,120500.00,120480.00,120510.00,120475.00,120590.00,120287.00
2022.10.21 13:03,120480.00,120510.00,120475.00,120590.00,120515.00,120510.00,120485.00,120545.00,120303.25
2022.10.21 13:04,120515.00,120510.00,120485.00,120545.00,120510.00,120505.00,120480.00,120535.00,120318.25
2022.10.21 13:05,120510.00,120505.00,120480.00,120535.00,120505.00,120485.00,120455.00,120525.00,120329.75
2022.10.21 13:06,120505.00,120485.00,120455.00,120525.00,120490.00,120480.00,120450.00,120500.00,120342.50
2022.10.21 13:07,120490.00,120480.00,120450.00,120500.00,120480.00,120445.00,120415.00,120495.00,120352.00
2022.10.21 13:08,120480.00,120445.00,120415.00,120495.00,120450.00,120430.00,120415.00,120465.00,120362.00
2022.10.21 13:09,120450.00,120430.00,120415.00,120465.00,120430.00,120530.00,120415.00,120535.00,120381.50
2022.10.21 13:10,120430.00,120530.00,120415.00,120535.00,120530.00,120505.00,120500.00,120555.00,120393.50
2022.10.21 13:11,120530.00,120505.00,120500.00,120555.00,120505.00,120500.00,120460.00,120540.00,120408.00
2022.10.21 13:12,120505.00,120500.00,120460.00,120540.00,120495.00,120525.00,120475.00,120540.00,120426.25
2022.10.21 13:13,120495.00,120525.00,120475.00,120540.00,120525.00,120485.00,120465.00,120530.00,120437.25
2022.10.21 13:14,120525.00,120485.00,120465.00,120530.00,120485.00,120470.00,120460.00,120525.00,120447.25
2022.10.21 13:15,120485.00,120470.00,120460.00,120525.00,120470.00,120515.00,120465.00,120525.00,120461.75
2022.10.21 13:16,120470.00,120515.00,120465.00,120525.00,120520.00,120535.00,120490.00,120535.00,120474.25
2022.10.21 13:17,120520.00,120535.00,120490.00,120535.00,120535.00,120550.00,120505.00,120565.00,120486.50
2022.10.21 13:18,120520.00,120535.00,120490.00,120535.00,120535.00,120550.00,120505.00,120565.00,120486.75
2022.10.21 13:19,120535.00,120550.00,120505.00,120565.00,120545.00,120550.00,120520.00,120575.00,120493.00
2022.10.21 13:20,120550.00,120485.00,120485.00,120575.00,120485.00,120495.00,120460.00,120515.00,120500.00
2022.10.21 13:21,120485.00,120495.00,120460.00,120515.00,120490.00,120465.00,120455.00,120505.00,120496.75
2022.10.21 13:22,120490.00,120465.00,120455.00,120505.00,120465.00,120530.00,120465.00,120530.00,120500.75
2022.10.21 13:23,120465.00,120530.00,120465.00,120530.00,120525.00,120515.00,120500.00,120535.00,120500.75
2022.10.21 13:24,120525.00,120515.00,120500.00,120535.00,120520.00,120540.00,120500.00,120545.00,120504.25
2022.10.21 13:25,120520.00,120540.00,120500.00,120545.00,120540.00,120645.00,120520.00,120660.00,120518.25
2022.10.21 13:26,120540.00,120645.00,120520.00,120660.00,120645.00,120640.00,120605.00,120660.00,120527.25
2022.10.21 13:27,120645.00,120640.00,120605.00,120660.00,120635.00,120685.00,120635.00,120710.00,120542.25
2022.10.21 13:28,120635.00,120685.00,120635.00,120710.00,120680.00,120605.00,120595.00,120690.00,120542.00
2022.10.21 13:29,120680.00,120605.00,120595.00,120690.00,120600.00,120620.00,120600.00,120640.00,120548.50
2022.10.21 13:30,120600.00,120620.00,120600.00,120640.00,120615.00,120575.00,120575.00,120635.00,120550.50
2022.10.21 13:31,120615.00,120575.00,120575.00,120635.00,120575.00,120585.00,120575.00,120610.00,120554.00
2022.10.21 13:32,120575.00,120585.00,120575.00,120610.00,120590.00,120600.00,120575.00,120620.00,120560.00
2022.10.21 13:33,120590.00,120600.00,120575.00,120620.00,120600.00,120655.00,120595.00,120660.00,120572.50
